Category,Name,Description,Values,Default value
Creo Simulate,sim_fatigue_infinite_life_value,Specifies the value for the lives beyond cutoff. The default value is 1e20 and range is from 1e15 to 1e30.,,1E+20
Creo Simulate,sim_fatigue_mean_stress,Controls the application of the mean stress correction. The default value is YES.,"yes, no",yes
Creo Simulate,sim_fatigue_mean_stress_method,Controls which method is used to model mean stress: the Morrow Correction or the Smith-Watson-Topper Approach. The default value is MORROW.,"swt, morrow",morrow
Creo Simulate,sim_fatigue_safety_margin,Specifies a factor used to determine the Life Confidence quantity. The default value is 3 and range is from 1.1 to 100.,,3
Creo Simulate,sim_fatigue_user_directory,"Specifies the directory for user files (for example, external material files). The default value is the current directory.",,
Creo Simulate,sim_fatigue_write_surf_stress,Controls writing of surface stresses to a neutral file. The default value is NO.,"yes, no",no
Creo Simulate,sim_fem_mapped_mesh,Default number of sub-divisions for mapped meshing in FEM mode. Default value is 10 and range is from 1 to 99.,,10
Creo Simulate,sim_fem_nastran_use_pshell,"Yes - use PSHELL cards, No - use PCOMP cards for laminate composite shells in NASTRAN output file.","yes, no",no
Creo Simulate,sim_html_report_prefs_file,Specifies the path to the Simulation post processor HTML report preferences file.,,
Creo Simulate,sim_hyperelastic_material_fit,"Sets the default method for calculating coefficients for hyperelastic materials. If set to ""normalized"", normalized stresses will be used. If set to ""non-normalized"", non-normalized stresses will be used.","normalized, non-normalized",normalized
Creo Simulate,sim_icon_distribution_density,"Determines how many icons are drawn for a distribution. 1 is fewer, 10 is the highest.",,-1
Creo Simulate,sim_ignore_unpaired,Control whether unpaired surfaces are ignored when meshing the model.,"yes, no",no
Creo Simulate,sim_invoke_diagnostics_on_run,"Sets the default for the display of diagnostics during the run of an analysis in Creo Simulate Native mode. If set to prompt, the user is prompted to run  diagnostics every time he/she starts a run.","yes, no, prompt",prompt
Creo Simulate,sim_load_mech_mesh,"No - The user is prompted to load the existing Creo Simulate mesh file from the current working directory. Yes - The mesh file, if exists, is loaded automatically and the mesh is displayed.","yes, no",no
Creo Simulate,sim_loadpreview,"Sets the type of load preview: vectors, fringe or mesh.","vectors, fringe, mesh",fringe
Creo Simulate,sim_massnorm_modes,"Mass normalize modes. If set to no, the modes are normalized to a maximum displacement of 1. The default is no.","yes, no",no
Creo Simulate,sim_mat_poissons_notation,Specifies the convention used for defining Poisson's ratio for anisotropic materials as being either Tsai (Column-normalized) or Jones (Row-normalized). This option affects only the labels for Poisson's ratio on the Material data form.,"tsai, jones",tsai
Creo Simulate,sim_max_contact_iterations,Specify the maximum number of iterations for contact analysis. The default is 200.,,200
Creo Simulate,sim_max_memory_usage,"Specifies the maximum amount of memory in megabytes to be allocated during FEM meshing. If this option is not set, or set to zero, the mesher can use all available memory.",,
Creo Simulate,sim_modal_disp_superposition,Specify whether modal displacement superposition should be used in dynamic analyses.,"yes, no",yes
Creo Simulate,sim_modal_stress_superposition,"If set to yes, use the modal stress superposition method to compute the stress results. If set to no, use the superconvergent stress recovery method.","yes, no",yes
Creo Simulate,sim_native_mapped_mesh,Default number of sub-divisions for mapped meshing in Native mode. Default value is 3 and range is from 1 to 99.,,3
Creo Simulate,sim_newton_debugprint,Output newton and snapthrough debug info to pas file.,"yes, no",no
Creo Simulate,sim_newton_tolerance_factor,Modifies the convergence tolerance for newton loop. The specified factor will be multiplied by the default tolerance.,,1
Creo Simulate,sim_nl_ldc,Output load deflection curve to ldc file.,"yes, no",yes
Creo Simulate,sim_output_ids_for_layers,Outputs FEM mesh element IDs on each layer into XML file.,"yes, no",no
Creo Simulate,sim_override_axis_selection,Override the default axis selection for symmetry constraint.,"yes, no",no
Creo Simulate,sim_perturbation_solvers,Use perturbation solvers in the calculation of local sensitivity. The default is yes.,"yes, no",yes
Creo Simulate,sim_pp_background_color,Specifies the background color of the work area for the results display. The default value is PROE.,"proe, blue, black, white",proe
Creo Simulate,sim_pp_display_beam_thickness,Sets the thickness for beams and 2D-shells display in Post Processor. Numerical values specify the thickness in pixels.,"1, 3, 2, 4, 5, actual",5
Creo Simulate,sim_pp_display_spin_center,Sets the default for the behavior of mouse spinning           the model in results.,"yes, no",yes
Creo Simulate,sim_pp_legacy_selection,Enables legacy selection of geometrical entities from Creo Simulate results postprocessor on Creo Simulate geometry.,"yes, no",no
Creo Simulate,sim_pp_legend_continuous,Determines if the legend will be continuous tone (YES) or discrete colors (NO).,"yes, no",no
Creo Simulate,sim_pp_legend_levels,The default number of legend levels (from 1 to 16; the default is 9).,,9
Creo Simulate,sim_pp_legend_show,"If set to NO, the legend is not displayed in newly created results windows by default.","yes, no",yes
Creo Simulate,sim_pp_legend_show_min_max,"If set to NO, the gray minimum and maximum values are not displayed by default in the legend.","yes, no",yes
Creo Simulate,sim_pp_legend_spectrum,"This string sets the default color legend used in the definition of a results window. This file will be looked up in the sim_pp_template_dir location, or, if this is not specified, in the current working directory.",,
Creo Simulate,sim_pp_linked_results,"Set this option to Yes to link the vaulted Simulate results to the model that is checked in, for this session. The default value of this option is Yes.","yes, no",yes
Creo Simulate,sim_pp_path_absolute,"Choose Absolute (Yes) or Relative (No) path to ""rwd"" file.","yes, no",no
Creo Simulate,sim_pp_query_location,Sets the default value for the display of the WCS location in dynamic query in results.,"yes, no",yes
Creo Simulate,sim_pp_show_cap_cut_outline,Enables to hide the model outline in capping/cutting surface display.,"yes, no",yes
Creo Simulate,sim_pp_struct_avg_res,Yes - Averages results in Simulate Results. Applicable only for Creo Simulate Structure Mode Analysis types.,"yes, no",no
Creo Simulate,sim_pp_template_dir,Sets the default directory for results template files.,,
Creo Simulate,sim_pp_vector_plot_arrow_2d,To draw 2D arrows instead of 3D arrows while post-processing vector results. It is useful when system memory is not sufficient to display3D vector arrows.,"yes, no",no
Creo Simulate,sim_pp_vrml_export_format,Flags to denote VRML1.0 or VRML2.0 (default) output.,"vrml2.0, vrml1.0",vrml2.0
Creo Simulate,sim_pp_vrml_feature_edges,Flag to enable the inclusion of feature edges in the VRML file. The default value is NO.,"yes, no",no
Creo Simulate,sim_prop_range_factor,A factor to compare Simulate properties and warn about large variations.,,1000
Creo Simulate,sim_reentrant_geom_angle,Sets the default value for reentrant geometry detection in both Isolation for Exclusion AutoGEM Control and expanded diagnostics checks. The valid range is from 0 to 180 degrees. The default is 120 degrees.,,120
Creo Simulate,sim_remove_unopposed,Yes - The system ignores unopposed surfaces when meshing the model; the system also deselects the UseUnopposed option. No - the system uses the unopposed surfaces in the shell model.,"yes, no",no
Creo Simulate,sim_results_on_first_pass,Forces results post-processing after the first pass of an SPA analysis.,"yes, no",no
Creo Simulate,sim_run_out_dir,"Specify the directory for Creo Simulate run output storage. By default, the current directory is used.",,
Creo Simulate,sim_run_tmp_dir,"Specify the directory for Creo Simulate run temporary storage. By default, the current directory is used.",,
Creo Simulate,sim_sif_measure_size_factor,"Controls the size of the elements that touch the tip of the crack, relative to the size of the crack.",,0.1
Creo Simulate,sim_smooth_aspect_ratio,Sets the element aspect ratio criterion for the mesh smoothing process.,,7
Creo Simulate,sim_smooth_edge_angle,"Sets the element edge angle criterion (Quad elements only), measured in degrees, for the mesh smoothing process.",,30
Creo Simulate,sim_smooth_skew,"Sets the element skew angle criterion (Quad elements only), measured in degrees, for the mesh smoothing process.",,45
Creo Simulate,sim_smooth_taper,Sets the element taper criterion (Quad elements only) for the mesh smoothing process.,,0.5
